,album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2650,All Over The World,1RRCrllIhLM6hfW366vsvP,Fedde Le Grand,7dc6hUwyuIhrZdh80eaCEE,145727,0XS2z0E0ox7F4JHYKKR4wK,All Over The World,65,0.171,0.657,0.976,0.0315,6,0.318,-3.842,0,0.0437,125.983,0.794
2651,This Groove (Codeko Remix),6mTJFWpILQFZ1xy9ynD0na,Oliver Heldens,5nki7yRhxgM509M5ADlN1p,191612,0iIF71yQUh4V3w5J00ob7K,This Groove - Codeko Remix,62,0.000913,0.63,0.907,0.000474,8,0.119,-3.598,1,0.0615,124.019,0.547
2652,Get Up,10AsetB1Lrt8hhp1ktFmtl,DJ Mau Mau,172g2XUOeUlBbqY524dvoo,381154,0qat5SC9oHNbcc7RvUR9G6,Get Up,23,0.000116,0.666,0.9,0.899,0,0.0832,-7.501,1,0.0502,123.01,0.352
2653,Bug A Boo,04HvInEdYlipubXgZuVqCr,Joe Stone,4kwEd1P9j15ZqUVP5zK7Pv,185557,1D3tgMuJxzaZJMJs8yFVYJ,Bug A Boo,60,0.058,0.608,0.952,1.51e-05,8,0.508,-4.296,0,0.0506,122.132,0.564
2654,All Around The World (feat. Bryn Christopher),2ALCG7YyutXUzcbzRPBX0A,Matoma,4YXycRbyyAE0wozTk7QMEq,203395,1oW9LQ9KyFZ6rihgDbn14z,All Around The World (feat. Bryn Christopher),66,0.0422,0.703,0.843,9.23e-05,7,0.61,-3.895,0,0.0356,115.923,0.578
2655,Fever,0m1hjVy9x44yqOMjeKhTQ3,Don Diablo,1l2ekx5skC4gJH8djERwh1,171905,2QWgR1EmEBT15fkRW9DLB1,Fever,63,0.0284,0.671,0.926,0.138,11,0.0886,-4.48,1,0.0659,125.981,0.669
2656,Together,2GO8bfob0a7pR7HFbeWRNk,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,195000,2iKgphrypC9gXmlg5qvYLK,Halfway There (feat. Lena Leon),17,0.000753,0.59,0.888,0.00535,0,0.817,-4.151,1,0.0797,128.025,0.0715
2657,Stay,7DckZOfg9FcjBOpXlItnxI,EDX,7GMot9WvBYqhhJz92vhBp6,194916,2ugjxfenU5AJMO5cozCuUv,Stay,59,0.0184,0.685,0.951,0.0531,3,0.065,-4.889,0,0.045,124.978,0.582
2658,Freak (Joe Stone 2K18 Edit),2gDbE9WrayhjpbI1gEhe0t,R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,177142,2xbRwcylUnX881qaqf5ZZJ,Freak - Joe Stone 2K18 Edit,71,0.222,0.666,0.855,0.0,11,0.502,-5.318,0,0.236,125.943,0.769
2659,Arriba (feat. Clean Bandit),6Wv4lbLZlGAMocnWH2d80C,Little Big,0pnd3MP2rxAzljR9AqXUJB,152901,2zRxFhNLCWUDcB6CjcUb8v,Arriba (feat. Clean Bandit),63,0.0564,0.907,0.775,0.168,10,0.044,-5.983,0,0.0698,129.049,0.718
2660,Enter The Line,6wcdiN6gPDAVEfs3q1KoZF,Noffs Zombie,1N2oac2eeBWAAF1KmtnGg2,309921,37lLJvXjQrMn94jK29rUFS,Enter The Line,22,0.0015,0.72,0.919,0.821,7,0.105,-9.053,1,0.0347,126.996,0.5
2661,Inner Resonator,1wECTYQZIxn5mE3cSkfi2T,IAO,7HBL9eHPphIGdVCZWZRrD0,487000,3AOGNul0vX9Fb0t8Svpn8V,Inner Resonator,23,0.0443,0.722,0.488,0.879,10,0.105,-15.312,0,0.0584,119.967,0.288
2662,Open My Mouth (Gingerbread Remix),60I57Q9uIbDUkuxm333nOC,Kiiara,4u5smJBskI6Adzv08PuiUP,155742,3GZ4LAVVVrb5gUM73HkJ2c,Open My Mouth - Gingerbread Remix,22,0.176,0.884,0.77,3.06e-05,1,0.112,-6.986,0,0.25,128.01,0.961
2663,House Music,70Qru9lPVAQtZlkiyt0k6r,HUGEL,5PlfkPxwCpRRWQJBxCa0By,224816,3ocZqgu4jExP3HJetO1I8f,House Music,51,0.0176,0.886,0.861,0.000631,1,0.335,-4.012,1,0.128,125.997,0.751
2664,Deixa o som te guiar (LC Rádio Mix),29VyNT8iNtn2kfr3vYYWYv,Gabriel Camilo,30BlQyrzCKslsXXeVvtJyb,188584,3yhYXQkwFSGkq4Bju7s4H1,Deixa o som te guiar - LC Rádio Mix,22,0.0291,0.741,0.821,0.0,7,0.271,-4.22,0,0.0366,124.998,0.352
2665,Acordeão,3s0VDNOSXqUsCg1IPIvD6B,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,131204,4P7F3kb2Ze1YleD6lUYwJo,Acordeão,63,0.0457,0.552,0.887,0.0207,1,0.0903,-3.812,1,0.147,125.229,0.783
2666,Why Can't You See,0bteBucqMhR3EvyBV8ddHh,Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,186929,4kyrRm0GmJbg16CEGEHXUK,Why Can't You See,56,0.00583,0.591,0.959,0.624,4,0.428,-5.644,0,0.215,127.99,0.346
2667,Make Believe,03uJ80FjHVfBWeTFtYWbN5,Quintino,1V3VTM7VspiQjcmRhC010n,194531,56oqWZUaA8ZmHQCH3lCRI3,Make Believe,61,0.03,0.587,0.882,0.116,0,0.195,-5.838,1,0.0427,127.97,0.0653
2668,Spaceship (feat. Uffie) [Remixes],0RekAKOcexNf6alzxOOzzv,Galantis,4sTQVOfp9vEMCemLw50sbu,189523,592JiALLj5xL5Z6LuMmaOV,Spaceship (feat. Uffie) - MOTi Remix,67,0.0503,0.507,0.883,1.86e-05,2,0.382,-5.043,0,0.118,125.989,0.219
2669,This Groove,6V2cksv4xWiubhZdh2Kb1H,Oliver Heldens,5nki7yRhxgM509M5ADlN1p,188174,6ZvLKwgPKlyZtDPkTWjPI7,This Groove,72,0.00779,0.823,0.909,0.0407,1,0.126,-4.508,1,0.0635,124.025,0.787
2670,That's The Way We Live It,2bzKq6ojDukKMs9KrmIrjG,Stage Rockers,1vV7MhesfS97SArkyJc374,175513,6dkCdFmt8AHHyU1rAnQAYX,That's The Way We Live It,37,0.000759,0.834,0.728,0.0726,11,0.037,-5.45,0,0.0548,125.032,0.357
2671,Good Times,1x9UEG1zwsK1v1OGEFn0lo,Danny Avila,5y3G1B8cpCTaoq0uDgjwzH,177000,6fAjdEghx2BQUaXs1yq9nO,Good Times,60,0.0802,0.657,0.809,3.49e-05,8,0.084,-5.107,1,0.0373,128.033,0.184
2672,Family Affair,1Escv0zLmBRGbarFV5yHpX,Disco Fries,7G7KvDCLdVG0Ok511Iqc9U,189523,78uwZjlhJngwrBVRTnmWvi,Family Affair,52,0.0149,0.713,0.938,0.0124,5,0.138,-5.176,0,0.0827,125.976,0.57
2673,The Upside / Underground,1kqG055maZWboeSd1eESOA,Lindsey Stirling,378dH6EszOLFShpRzAQkVM,227066,7h3pF9HA1T47N9nxnLCwl5,The Upside,42,0.000817,0.486,0.871,7.89e-06,11,0.437,-4.749,0,0.0696,116.969,0.207
2674,Lose Control,5LvWRPlkEa0tHEUrcOp3J0,Torres,5Xuh7pabycvgNkFDxCFtBy,167246,7rNhn24CgG2140cNdTbB8F,Lose Control,20,0.0267,0.696,0.868,7.58e-05,9,0.0883,-3.483,1,0.0508,121.987,0.548
2675,Feeling Good,272lT99jVSug7uVMkHdBk9,Vintage Culture,28uJnu5EsrGml2tBd7y8ts,209515,7vOVKNgkZjlUpgwV0Y4GsP,Feeling Good,62,0.277,0.839,0.574,0.48,2,0.103,-7.424,1,0.0771,123.986,0.0342
2676,New York Luau / No Requests,6lAJ16lKgMNUBlfmuvOHXi,The Knocks,2x7EATekOPhFGRx3syMGEC,277977,3jbdYkGfqfEhhNBmqXcxBE,No Requests,47,0.0149,0.701,0.934,0.185,0,0.577,-5.172,1,0.0561,119.994,0.433
2677,"Club Zero Cool, Vol. 1",6owtuuHit1oHvUInU7KWJv,MOTi,1vo8zHmO1KzkuU9Xxh6J7W,155714,2mx1kXh3UrHofdTpif0Pee,La Verdolaga,62,0.0586,0.609,0.678,0.044,0,0.156,-5.395,0,0.15,125.948,0.366
2678,"Club Zero Cool, Vol. 1",6owtuuHit1oHvUInU7KWJv,MOTi,1vo8zHmO1KzkuU9Xxh6J7W,171562,174G1rr9aTwws9DSh92Fd5,Tonight,61,0.0304,0.744,0.828,0.0137,9,0.122,-4.643,0,0.0733,127.997,0.225
2679,Magnets (feat. Sophie Simmons),6IUzDCyxwQG7OpLtR7b1Kq,Sam Feldt,20gsENnposVs2I4rQ5kvrf,179016,0jlpHhGUFn4aAWLsRRnwep,Magnets (feat. Sophie Simmons),62,0.022,0.731,0.802,0.0,5,0.059,-4.763,1,0.0623,121.991,0.434
2680,Dirty Son,1NEoiPw1Ew03DrKbTiJTng,Corderoy,4pUete0Q9UKRB0mOvANycP,236033,0lGfC2gnLi5DFB6qrKjdB6,Dirty Son,32,0.03,0.776,0.74,0.00811,7,0.312,-4.995,1,0.0535,124.977,0.423
2681,Kinder Eyes (feat. Ryann) [The Remixes],0qka16NL6iOEUvjQGbzWp3,Ryan Riback,33JQK4UoS2aMPYBfdB5Ftt,178551,0mbnAYKLZJAH1He8Jyemw9,Kinder Eyes (feat. Ryann) - Steve Andreas & Alex Sargo Remix,32,0.302,0.563,0.829,0.000147,3,0.318,-3.198,0,0.226,99.994,0.765
2682,Woodtales,0aaKx6PU4sxg4adzzpHBkN,Pretty Pink,78GHS9zWXcj8tBke222g5N,196516,18fVIsIqJfyXCiTthuiUzK,Woodtales,37,0.148,0.661,0.748,0.887,4,0.283,-9.443,1,0.0584,125.005,0.0316
2683,Alors On Danse (DubDogz Remix),1hOCJ4eNjtYKIH9ZmNGc8p,Stromae,5j4HeCoUlzhfWtjAfM1acR,168576,19eIZmuXlBmLTha1lPHef7,Alors On Danse - DubDogz Remix,62,0.027,0.789,0.752,2.69e-05,1,0.613,-4.274,0,0.164,122.98,0.739
2684,Move It,5RFgbRkUIHv9WkaDemLbxz,Jaded,6tCJN1fQNdFCEaOa8Da9Wf,153565,1BREGROfJWmkPzDD7N5M66,Move It,43,0.0276,0.892,0.817,0.00917,7,0.0876,-6.644,1,0.145,125.969,0.909
2685,Shadows (feat. Veronica),2qrOPZcexgBsPApRmUSY66,Adam K,0A8ej3hXTozbQAMhcU8RNb,182033,1RbgdZhU9FOKFbDZZKOMrv,Shadows (feat. Veronica),47,0.107,0.728,0.675,0.00372,6,0.261,-6.062,0,0.0435,117.969,0.476
2686,If You Love Me (Joe Stone VIP Mix),6PJnOthxBhCxqpamAqfvBJ,Deepend,0uGApGjjFXKwUOAqYBeX7B,162857,1TikXYCCnvbWqRho9fp6Qy,If You Love Me - Joe Stone VIP Mix,43,0.0895,0.619,0.804,4.35e-06,9,0.352,-5.885,0,0.0946,126.155,0.38
2687,Company,79DSVCInkBnjgHhT7VrnnQ,Other,4RxWKsvHGFe4YbhNA16Dxd,195361,3HtDQydkjSVvSCrGkTw0Is,Company,32,0.224,0.76,0.605,0.0,5,0.0806,-5.955,1,0.314,93.989,0.589
2688,Goes Like This,4k0QfpygUEKflbzC6WQ4vh,Thomas Newson,66MrdPDHTjnnMOTBmC81q5,174720,3KygB9qtMIJ9lMkrOZfnLS,Goes Like This,39,0.0112,0.693,0.968,0.797,1,0.189,-5.486,0,0.058,124.998,0.487
2689,RUDE BOY,4muxE0bRPcoLucyRKO6bgM,ASOX,0G0Gq1RurlM4GADir5GFZu,140160,3MNEj3PyWfoF0ai8696Qw9,RUDE BOY,23,0.00158,0.729,0.957,0.159,1,0.45,-4.163,0,0.308,124.959,0.468
2690,Reason (feat. Kelly Boek),3IbJnj53FkVgywUSYjRCJa,JYYE,1KNafMiV5Y3OhOr1A5tWwb,200022,3cVnFjTZHJlWNwDOsTyIFc,Reason (feat. Kelly Boek),54,0.072,0.65,0.905,0.00529,6,0.294,-5.193,0,0.0444,125.976,0.181
2691,On My Way,091VRzGkdNPwBHmVkKMw10,Sophie Francis,0NQJm4Wlz3rrDJGlQ28L81,172031,3fDTDf6XRXgrSR6DpXLS9E,On My Way,60,0.028,0.698,0.845,2.87e-06,7,0.231,-3.511,1,0.0357,127.966,0.689
2692,Kickers,2R7X6BBhuPhK5CFAbqkLHn,GODAMN,1d0vEmkXUarbPdO4CDqUPB,189609,43JTSkdMnBnM4GEPWtj2tN,Kickers,41,0.0533,0.593,0.928,0.841,11,0.168,-8.453,0,0.0551,123.96,0.144
2693,East Soul,3qZTG3nEqubB6yEdJ2HApU,Tom Staar,0iSYvHKAdhWVdZkS1PYK3u,198095,45q8AiHpCIB6iEXXHFffws,East Soul,48,0.00164,0.546,0.922,0.957,5,0.0767,-3.68,0,0.0355,125.979,0.141
2694,Lost,63Wr5P7KIwmQ595kibdHb2,Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,167358,49tOSVId63sH6jZyyKnP61,Lost,50,0.000166,0.6,0.73,0.857,4,0.582,-5.084,0,0.0466,128.057,0.278
2695,Moonlight (feat. Danyka Nadeau & Badjack),7oUxppVSOY26Lzv3LibIAy,Disco Fries,7G7KvDCLdVG0Ok511Iqc9U,212343,4dgkustBLuGq8tjsWtzRoO,Moonlight (feat. Danyka Nadeau & Badjack),53,0.0325,0.674,0.835,0.00124,3,0.0964,-4.147,1,0.0598,127.981,0.113
2696,Everybody,5atfGRuygCpu4Chkf3c2Fd,Steff da Campo,7Bo6vpAmmhylCRWoHSBkcZ,144375,4kU87cO0bEhkEDpLxFamk6,Everybody,49,0.0317,0.679,0.895,0.18,11,0.348,-4.445,0,0.0971,128.057,0.361
2697,Need It,584lXiWdMaQhEz4ORxONzx,Ship Wrek,1ic0FHNGIjXZAWH6O6Reif,160739,5cG2xC4qPmUTerZdWupWNi,Need It,45,0.000286,0.8,0.862,0.843,5,0.0516,-4.373,0,0.068,125.97,0.405
2698,Amame,48PQsjQWtrRx7Lxlgjb1bc,Daddy's Groove,3kcQ94iDBwumLfddrCrse8,197903,5kPe3t3asUgq5AoWfYLK8B,Amame,36,0.000522,0.638,0.874,0.445,2,0.341,-6.193,1,0.0332,123.993,0.507
2699,Canção de amor,2jrLPHqZuMa2aheJOTTOev,Diego DS,3thvZbdzA6RZRwBb9OfBlx,245538,6EBuUUiV8seBfS95kfvkeF,Canção de amor,23,0.0441,0.632,0.925,0.0,5,0.177,-3.327,0,0.14,129.966,0.61
2700,Over (Zonderling Edit),0RmhdWqlxLFZFcCfAyi9Ac,Dannic,1PFc84GHTYPL0G12JHh9Mc,180462,6QVsSS5tTqI5ZXGIdnU8hg,Over - Zonderling Edit,42,0.653,0.817,0.943,0.882,7,0.294,-3.825,0,0.0859,124.932,0.153
2701,Danger Zone,2ry9mrAgvhN1hX3p7H9KPk,JETFIRE,1flYnVP7znbiEcL0ELwwTt,187738,736yu2jFYlDQne9qmRmKEL,Danger Zone,34,0.0238,0.621,0.925,0.000178,2,0.313,-2.933,1,0.0434,127.995,0.0387
2702,Rain Face,1qe5LPsRY9fWodSBGjW86u,SLVR,4nKvbonPefiFmshjpHENVU,168501,78M5zjGattkCPA8M7PK0hm,Rain Face,41,0.00569,0.735,0.841,0.779,2,0.0722,-5.266,1,0.0641,126.066,0.137
2703,Stranger,2A8tGxD7C06Pq7hnQdwLK8,Clutch 21,3xKSwTTgpghtAVj3silWPJ,180480,7nerXBjPmZGIpgy7gaX0K2,Stranger,24,0.0278,0.644,0.952,0.221,7,0.137,-2.384,1,0.0462,125.002,0.281
2704,Lick Up (feat. Sam Stray Wood),5JV2gDngsVVYbij1ceFfGr,Leandro Da Silva,5hCv8oMMxHb3FoHMGLN8Vx,174193,7ou836R7s4xMDuwya2FS9d,Lick Up (feat. Sam Stray Wood),37,0.0125,0.732,0.966,0.179,7,0.26,-4.025,1,0.0883,124.041,0.62
2705,Say Something,69zECM3OUHQeRkLTDYyE9P,Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,163199,0c8W8aqdrtM67F3JVIt593,Say Something,50,0.114,0.723,0.706,0.0,5,0.214,-5.593,0,0.148,105.004,0.698
2706,Bones (feat. OneRepublic),49vus1VCWc7AbgDmKYb8SC,Galantis,4sTQVOfp9vEMCemLw50sbu,205792,1pfgsjmxVZhoZpeDx6POKv,Bones (feat. OneRepublic),79,0.00463,0.658,0.804,0.0,0,0.178,-5.735,1,0.0377,120.047,0.508
2707,Paid,4zlCCitwH2vb0lF255MPsm,Locnville,3dG8agWw8q1yaBis5HRT5K,179464,1yv7Yye91L8fN7xNalHVxT,Paid,29,0.00565,0.774,0.635,3.38e-06,0,0.15,-7.84,1,0.0341,119.996,0.0775
2708,Vodka's Paradise,6zeOnK1MqqE7yH4InTHf1z,Double Shot,3mTXDOVs1FdbfqOwUEnJ6K,325289,2FRi4v22bl1cQfS0ZYEyhv,Vodka's Paradise,24,0.000249,0.711,0.961,0.891,11,0.0721,-5.223,1,0.047,121.017,0.466
2709,On The Beach,4SxQPH2WUVZbnhLPwDQuQT,Jubël,4FcZfItjVIsfO9TynErl7X,188846,2nNRWUZBeGLuxegmFhJeCZ,On The Beach,67,0.0102,0.737,0.768,0.000379,7,0.0961,-4.207,0,0.0434,122.009,0.614
2710,Sunshine,4gP5HYqMorQT7rSoSPPfIF,Cat Dealers,3q2dSq7VZnj8TmoJUyRm40,183934,36wm1WBVArEbnIgtkT3abj,Sunshine,67,0.138,0.697,0.674,0.000247,7,0.119,-5.422,0,0.0368,121.984,0.453
2711,Think About You,5vZy4cohzmdhOUGCdsUNpt,Kygo,23fqKkggKUBHNkbKtXEls4,208566,3Kuu5vASpXK8oRsxOvau6P,Think About You,73,0.166,0.673,0.596,0.0,10,0.11,-7.891,1,0.0354,123.969,0.19
2712,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",1Z7WbPmn7QFoJ2DrNfEehz,Kygo,23fqKkggKUBHNkbKtXEls4,215315,3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",82,0.381,0.591,0.705,0.000116,9,0.131,-6.519,0,0.079,121.799,0.27
2713,You're Not Alone (feat. Kiiara),0tv14JYueeOVggZHyAo8cr,Don Diablo,1l2ekx5skC4gJH8djERwh1,187741,3ydQm9YPQIbmU3nA0FYdjB,You're Not Alone (feat. Kiiara),54,0.204,0.445,0.803,0.00147,11,0.066,-4.055,0,0.0964,123.502,0.4
2714,Candy On The Dancefloor,4aKSciNw4kZGWZVGHKmMEO,Tujamo,2vVNxGBvKRQMWwI5c8KmYh,186666,41RSRxdVqnSWlL9Glx95fG,Candy On The Dancefloor,62,0.106,0.709,0.814,0.000229,8,0.267,-4.148,1,0.0466,126.027,0.477
2715,Pretty Baby,3z2v8LSyrSGvCc8vOSLNCi,Redondo,3T0HSMgUpuH1hXbT1JPwQF,173861,4EJI2XGViSQp6WscLKgYDD,Pretty Baby,59,0.053,0.7,0.898,0.418,8,0.574,-6.099,1,0.257,125.031,0.791
2716,Stay (Don't Go Away) [feat. Raye],581MrXg5n979mmvZaC6AOE,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,185942,4YhN72dRYL2Z3MsaKyT7rS,Stay (Don't Go Away) [feat. Raye],78,0.259,0.669,0.797,0.0,9,0.199,-5.68,0,0.0624,119.865,0.552
2717,I Wanna Love You (feat. Nenê Santos),6Axsap94wuLEB1wWtu0LeH,Viktor Mora,5dUQtO6k0IU1bom3dCvaPx,156000,4jH3kt0VFgULHMwuxjCzjy,I Wanna Love You (feat. Nenê Santos),40,0.00323,0.723,0.846,0.254,10,0.117,-4.842,0,0.0415,125.024,0.806
2718,Freakish Girl (Vicentini Remix),5GYA9Zxm2nNuGR3GLOsMwz,Feeling Pump,2cZ9Ja0No8gWNDLDPt8lwN,177365,4jSrgNiBahGqe0UkLLotG2,Freakish Girl - Vicentini Remix,25,0.00501,0.857,0.686,0.464,9,0.0839,-6.894,0,0.101,125.012,0.38
2719,Stronger,12BNgGl9FTlznBXaagP9ET,Breathe Carolina,53M4Iv2RkzzxFFvW2B1jhC,142265,4po8blw2QTCBBjgpoBN76V,Stronger,49,0.0597,0.721,0.91,0.000109,1,0.311,-4.2,1,0.104,126.09,0.513
2720,Paradise (feat. Benjamin Ingrosso),7qQx56sQJREw7dNTRsMk1o,Ofenbach,4AKwRarlmsUlLjIwt38NLw,154546,50SEeQXOJgaXPv2S0v7ded,Paradise (feat. Benjamin Ingrosso),65,0.0549,0.759,0.804,0.0,11,0.0782,-4.988,0,0.0319,121.94,0.96
2721,Healing,3YBtDl4jKTF217oR8KdNKJ,Beowülf,4H1rPQHJFk09XbKGYszUe2,182914,54l8QzBAlHbEsCiQa1L4QN,Healing,38,0.00801,0.664,0.807,1.71e-05,1,0.0511,-5.892,0,0.0322,123.999,0.353
2722,Summertime Lover (feat. Michael Shynes),77AM3T9e8BtRQYiqwWudOW,Lyus,5SVdE6eHy0MGNBpOuJo9vV,185806,5kELSylZQMRygcBpeO8FbJ,Summertime Lover (feat. Michael Shynes),31,0.0139,0.819,0.489,0.0278,6,0.0848,-9.745,0,0.0803,124.021,0.378
2723,I Feel Ya,74y9dTVFTZTKNrY1bjIq5k,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,169356,5r2jZrZexscEKxskLW9iOc,I Feel Ya,51,0.226,0.725,0.828,0.0599,9,0.161,-5.19,0,0.0431,113.975,0.421
2724,One Thing,3kXibESonBvRlwRbkRuooL,Mr. Belt & Wezol,19VDJ9IKyBSUMDJxLsasP6,157402,5wRqbS5LWr06yeCy5laI5p,One Thing,61,0.0917,0.76,0.963,0.477,3,0.129,-2.006,0,0.1,125.056,0.817
2725,Happy,2Xbab7mvhEM1LxXMCWHCLl,FIILTH,1yC4TgM0ObtX2ZvP4ttQHv,158626,6Vrynff46jamIzuHZtL2Mj,Happy,41,0.0197,0.676,0.914,0.533,1,0.276,-4.698,1,0.389,116.566,0.523
2726,It's Only Love,6JULe7eBd03QTjVeCkgAm8,Micar,3QqlKdJRY4IqUry390xfvJ,184751,6cKwH0Nk0eBhVs2AX4P0B5,It's Only Love,45,0.00881,0.623,0.888,0.0,6,0.361,-4.638,1,0.0448,122.999,0.4
2727,Get Yourself Together,3MZSRMhN6SjqzDhwyYqgf5,Matt Caseli,1Vo3jD8HCbXTGAJRgl07s3,197903,6cUqD4AqB1bZ0vuoG7R97c,Get Yourself Together - Calippo Remix Edit,34,0.0155,0.713,0.927,0.542,2,0.0539,-4.099,0,0.0462,123.933,0.377
2728,Bittersweet Symphony (feat. Emily Roberts),4kFCmKMq1c6gl8eema7wkg,GAMPER & DADONI,6HQ6vf4AloXyVNdyJhrX1J,194618,6sYJuVcEu4gFHmeTLdHzRz,Bittersweet Symphony (feat. Emily Roberts),76,0.221,0.676,0.582,0.00627,9,0.515,-7.58,1,0.128,124.012,0.447
2729,Who Cares,3QWZYZUeD85cj7GswsKXtJ,EDX,7GMot9WvBYqhhJz92vhBp6,200487,7Ipab56QLTyTR54rzQCJLr,Who Cares,59,0.00785,0.766,0.878,1.81e-05,3,0.166,-3.653,0,0.0572,123.054,0.66
2730,Where Do You Go (feat. Lexy Panterra),6kiDjqieIRDNWZxdLS42RU,Shaun Frank,0BBwlSQvHHtahgYpLj1wJE,216125,7o9JaNnV1J9EdTPmWdrXbf,Where Do You Go (feat. Lexy Panterra),48,0.00308,0.688,0.83,0.000966,8,0.219,-5.742,0,0.0543,122.039,0.632
2731,Preach,10RhNRvhkKT1uUJmlVeCTR,Watermät,4a9sClW4YpYQE5jUMAWx5W,181940,7yQuDwalzZvPiA94r0mlRY,Preach,43,0.00614,0.65,0.855,0.775,6,0.0351,-4.007,1,0.0673,123.986,0.679
2732,About You,1oHdDyyC4fWdKXh3edie7d,Papa Zeus,34Q1USAO0pv4gNxcnOKNav,159184,0h9E5yHd7mn3d7tvWh12pn,About You,60,0.0699,0.693,0.915,5.65e-05,11,0.114,-5.342,0,0.0453,125.013,0.504
2733,One Day (feat. ROZES),04dSR1kIrWz1p2NXw86uM3,Sam Feldt,20gsENnposVs2I4rQ5kvrf,147540,156z1HK87SEXLnMuK8gdqT,One Day (feat. ROZES),62,0.181,0.668,0.858,0.0,8,0.34,-4.048,1,0.0431,122.082,0.332
2734,I Do (feat. Andreas Moss),3Mcmw97fy8iYbrBiR1kfIV,Zonderling,0bMKf3lIYR9GaNTdFKkTOr,185429,1HezRYlgnmN4umk4l9HIPv,I Do (feat. Andreas Moss),52,0.203,0.763,0.861,1.68e-05,11,0.0454,-3.469,0,0.327,123.034,0.664
2735,Ooh Girl (feat. A Boogie Wit da Hoodie),3wXCIYqdw64MOR8pJtKvPQ,Kris Kross Amsterdam,4LcUpNlXFEleaLlelmkv2R,168200,1mKNyZCNDueEASgBgZuLdA,Ooh Girl (feat. A Boogie Wit da Hoodie),72,0.139,0.726,0.781,0.0,0,0.274,-4.276,1,0.0525,104.976,0.579
2736,Big Jet Plane,35i6JrOJDOFIUuyQDtMjbA,Alok,0NGAZxHanS9e0iNHpR8f2W,182146,1xd3OqTbx17HutN7RfJOTj,Big Jet Plane,67,0.113,0.647,0.713,0.00703,4,0.146,-5.874,1,0.0256,124.982,0.277
2737,Take Me Back,5PunbldroWOHqyqAM6jSaa,Coldabank,3JOvRLynmP4mA6dvlWARoA,164224,2HQb8gTiNfVkwCxLNkhHJO,Take Me Back,57,0.00791,0.636,0.802,0.00411,11,0.159,-6.568,0,0.0529,119.977,0.362
2738,Too Bad (Remix),0Ecrf0wdUdwBbEQS1rMHYE,Giulia Be,0kjGPGtoyKwKVOZAKmv5K6,183703,2LUzCggcy7cYU3OcKl9HdB,Too Bad - Remix,42,0.0131,0.534,0.899,4.33e-06,6,0.348,-3.998,0,0.184,120.702,0.155
2739,Fury's Laughter,7B7WzROWvMXA1DZVjBv76j,S.A.M.,5NvOXHyejl7e4KQnuFed5O,153936,2VQyevzyJkEUd6yF0peezQ,Fury's Laughter,45,0.000537,0.661,0.733,0.931,11,0.855,-7.895,0,0.0422,128.015,0.69
2740,Plano infalível (Volkoder Remix),75qKniFIv90B3eMDCIzdyG,Delano,5TmW0cFVEYEbypgTdSNNDn,270000,2YVdBlpLtvvKWJxCiNQaIO,Plano infalível - Volkoder Remix,36,0.0154,0.809,0.928,0.843,9,0.0713,-5.846,1,0.0597,125.974,0.407
2741,U Got Me Burning,3NFYicwL8EdhMn8GJaOliZ,Swanky Tunes,06cLuOP0p7VAnBnqil1eWX,165120,2e07aGKdTpBFNvOOAOMKeI,U Got Me Burning,39,0.0197,0.78,0.88,0.878,2,0.151,-3.981,1,0.0387,124.977,0.233
2742,All Of Your Heart (Wh0's Night Remix),0MxpvPmHRNWpFH3kWYeL4o,Odd Mob,4qLwtWhlhyAoQ4S9mSrDW9,220645,2ftq1DK1Q83ltdKRJEv9UI,All Of Your Heart - Wh0's Night Remix,37,0.00879,0.622,0.919,0.694,9,0.364,-4.881,0,0.0465,124.0,0.412
2743,Choosy (feat. Dantae The Kid),5IeFlI8T3riBG5jT0rsm1q,Robin M,2XOzTjiQuB1TeW6JQKU3j7,131610,31F6r4J0qRBpXOUELOiybQ,Choosy (feat. Dantae The Kid),54,0.0792,0.869,0.616,0.000103,4,0.111,-6.593,0,0.0715,120.044,0.711
2744,Never Be Alone (feat. Aloe Blacc),2bSuTiPTy8EhtwWbbmiPdK,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,178670,3GT2CBmJWIEdCpHiB31WYK,Never Be Alone (feat. Aloe Blacc),73,0.0202,0.535,0.906,0.000715,6,0.0886,-4.699,0,0.0353,126.012,0.732
